Time,7Li,11B,23Na,24Mg,27Al,28Si,31P,35Cl,39K,44Ca,49Ti,51V,52Cr,55Mn,57Fe,59Co,60Ni,63Cu,66Zn,75As,107Ag,118Sn,121Sb,137Ba,139La,140Ce,141Pr,143Nd,147Sm,151Eu,157Gd,159Tb,163Dy,165Ho,167Er,169Tm,171Yb,175Lu,178Hf,181Ta,207Pb,209Bi,232Th,238U,
,dwell time=0.03;xcal factor=73312.10865,dwell time=0.03;xcal factor=75018.26876,dwell time=0.01;xcal factor=80136.7491,dwell time=0.01;xcal factor=80563.28912,dwell time=0.01;xcal factor=81842.90921,dwell time=0.0001;xcal factor=79194.47649,dwell time=0.01;xcal factor=77409.40446,dwell time=0.01;xcal factor=79136.12583,dwell time=0.01;xcal factor=80862.84721,dwell time=0.01;xcal factor=83021.24893,dwell time=0.01;xcal factor=84482.58645,dwell time=0.01;xcal factor=84881.61368,dwell time=0.01;xcal factor=85081.12729,dwell time=0.01;xcal factor=85679.66813,dwell time=0.01;xcal factor=85774.59228,dwell time=0.01;xcal factor=85869.51643,dwell time=0.01;xcal factor=85893.54382,dwell time=0.01;xcal factor=85965.62601,dwell time=0.01;xcal factor=86566.6987,dwell time=0.01;xcal factor=87139.0755,dwell time=0.01;xcal factor=87724.36904,dwell time=0.01;xcal factor=87842.53053,dwell time=0.01;xcal factor=87814.36864,dwell time=0.01;xcal factor=87940.42295,dwell time=0.05;xcal factor=88059.77389,dwell time=0.05;xcal factor=88119.44936,dwell time=0.05;xcal factor=88082.29883,dwell time=0.05;xcal factor=88007.99776,dwell time=0.05;xcal factor=87859.39564,dwell time=0.05;xcal factor=87710.79352,dwell time=0.05;xcal factor=87487.89033,dwell time=0.05;xcal factor=87413.58927,dwell time=0.05;xcal factor=87264.98715,dwell time=0.05;xcal factor=87190.68608,dwell time=0.05;xcal factor=87135.91067,dwell time=0.05;xcal factor=87081.13525,dwell time=0.05;xcal factor=87026.35984,dwell time=0.05;xcal factor=86916.809,dwell time=0.05;xcal factor=86834.64588,dwell time=0.01;xcal factor=86752.48275,dwell time=0.001;xcal factor=86224.29967,dwell time=0.01;xcal factor=86353.42158,dwell time=0.01;xcal factor=87838.32355,dwell time=0.01;xcal factor=88225.68928,
3274.8079,33.333377777837,300.003600043201,3600.51847466035,600.014400345608,9203.38684635946,4318044.51286172,14508.4148806308,2000.16001280102,15509.6159618964,27530.2833116428,0,100.0004000016,42873.3992595323,10104.0820491479,0,0,900.032401166442,0,200.0016000128,300.003600043201,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0016000128,0,0,
3275.93091,66.6668444449185,233.335511131437,2600.27042812453,600.014400345608,8602.95941803981,5109989.27773438,10904.7544729502,1300.06760351538,16010.246557797,25325.6295370915,100.0004000016,0,40264.7457111035,12005.7627661277,100.0004000016,0,300.003600043201,0,0,600.014400345608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0016000128,0,0,
3277.05394,33.333377777837,133.334044448237,3900.60849492521,600.014400345608,9603.68781612139,5109989.27773438,10704.5815609081,1800.12960933187,14208.0701838644,23121.3641404658,0,0,41870.0066511207,11505.2924345199,0,0,600.014400345608,100.0004000016,0,600.014400345608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3278.17708,66.6668444449185,133.334044448237,3000.36004320518,300.003600043201,11104.9305891816,5822739.56611978,13106.8679988314,1300.06760351538,15309.3693340324,25325.6295370915,0,200.0016000128,39161.2481921726,9503.61137232148,0,0,1000.04000160006,200.0016000128,0,300.003600043201,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0016000128,0,0,
3279.30009,33.333377777837,166.667777785185,4100.67251029169,600.014400345608,8703.02865397158,4793211.37178532,14107.9568876847,1900.14441097523,11505.2924345199,25826.6531060054,0,200.0016000128,41970.3422936842,10404.3282005314,0,0,1500.09000540032,0,100.0004000016,400.006400102402,0,0,100.0004000016,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3280.42307,33.333377777837,166.667777785185,4000.64010241639,700.019600548815,9503.61137232148,5109989.27773438,15910.1188355794,1800.12960933187,16010.246557797,27530.2833116428,0,200.0016000128,40465.3920735909,11004.8421305374,200.0016000128,0,1200.05760276493,0,100.0004000016,500.010000200004,100.0004000016,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3281.54615,200.0016000128,233.335511131437,4700.88376614804,800.025600819226,9203.38684635946,4159655.55988719,11705.4781637806,2300.21161946899,15209.2472223112,27129.408278574,0,0,44278.2840061228,11305.1099096792,0,0,1700.11560786133,200.0016000128,100.0004000016,300.003600043201,0,100.0004000016,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.003600043201,0,0,
3282.66917,33.333377777837,166.667777785185,4000.64010241639,800.025600819226,9703.76506084361,5505961.66017072,11705.4781637806,2300.21161946899,14508.4148806308,22019.3770518056,0,0,41970.3422936842,11004.8421305374,100.0004000016,0,600.014400345608,100.0004000016,100.0004000016,500.010000200004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.010000200004,0,0,
3283.79221,33.333377777837,300.003600043201,4200.70571856072,500.010000200004,10204.1632986258,4001266.60691266,11104.9305891816,1900.14441097523,11405.2007715518,26427.9078707115,0,200.0016000128,38559.381447429,10104.0820491479,0,0,1100.04840212969,0,100.0004000016,500.010000200004,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3284.91521,133.334044448237,366.67204452332,3900.60849492521,300.003600043201,8803.09869073914,4555627.94232352,15009.0054032419,2100.17641481884,14708.648685427,25926.8602271954,0,0,43274.7788177972,12506.2531265633,0,0,1200.05760276493,100.0004000016,100.0004000016,700.019600548815,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0016000128,0,0,
3286.03822,100.0004000016,300.003600043201,5301.12383825371,1000.04000160006,11305.1099096792,3922072.13042539,12406.1534521122,2500.2500250025,14608.5313823273,27029.191526849,100.0004000016,0,38860.311202987,11905.6670975384,0,0,1300.06760351538,0,0,300.003600043201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.003600043201,0,0,
3287.16143,66.6668444449185,300.003600043201,4300.73972723308,500.010000200004,9803.84310649775,4080461.08339992,10504.4118529782,2300.21161946899,14308.184281409,28131.6199408135,0,100.0004000016,39060.9350586916,12406.1534521122,100.0004000016,0,900.032401166442,0,0,100.0004000016,0,100.0004000016,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,200.0016000128,0,0,
3288.2845,33.333377777837,433.340844574639,3200.40965243551,700.019600548815,9703.76506084361,4634822.41881079,12306.0545788528,1600.10240655402,12706.4548790786,23922.8702639724,0,100.0004000016,38158.1530252104,10904.7544729502,0,0,1500.09000540032,0,100.0004000016,800.025600819226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.04000160006,400.006400102402,0,0,
3289.40764,66.6668444449185,266.669511141452,3800.57768780855,500.010000200004,10304.2453490838,4951600.32475985,15910.1188355794,1800.12960933187,16310.634533716,28833.2158646761,0,100.0004000016,43977.2240053534,10204.1632986258,0,0,900.032401166442,100.0004000016,0,200.0016000128,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.003600043201,0,0,
3290.53061,0,333.337777837038,4300.73972723308,400.006400102402,10504.4118529782,4476433.46583625,12606.3536022155,2100.17641481884,13707.5117164206,24624.2302425587,0,0,40365.0684904065,11505.2924345199,0,0,600.014400345608,100.0004000016,0,300.003600043201,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0016000128,0,0,
3291.65376,100.0004000016,66.6668444449185,4900.9605882753,300.003600043201,9903.92195309342,2448397.0136144,9703.76506084361,1700.11560786133,16110.3750815525,35049.0686961746,0,100.0004000016,24423.8376655616,3100.38444767151,100.0004000016,0,400.006400102402,100.0004000016,0,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.04000160006,0,0,0,
3292.77688,0,33.333377777837,6701.7960813498,300.003600043201,7102.01697282028,1074259.49103045,5801.34591225164,700.019600548815,20817.3200102485,33143.8825004306,0,0,16811.2971917128,1700.11560786133,200.0016000128,0,300.003600043201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.04000160006,0,0,0,
3293.89987,100.0004000016,33.333377777837,5801.34591225164,100.0004000016,3300.43565750679,858502.2755482,4700.88376614804,1100.04840212969,19915.8530190031,35249.6314811254,300.003600043201,0,14708.648685427,1400.07840439065,100.0004000016,0,300.003600043201,200.0016000128,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3295.02302,33.333377777837,66.6668444449185,7702.37233067785,0,2500.2500250025,646286.417726713,4100.67251029169,1600.10240655402,23321.7358578195,24223.4482979524,0,200.0016000128,15809.9919148902,1200.05760276493,0,0,500.010000200004,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3296.14603,33.333377777837,33.333377777837,5501.21026625858,200.0016000128,2600.27042812453,625256.252562526,3800.57768780855,1300.06760351538,24724.4277346018,24824.6260290208,0,100.0004000016,16911.4321281186,900.032401166442,100.0004000016,0,300.003600043201,500.010000200004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3297.26918,33.333377777837,133.334044448237,6801.85010322808,0,2800.31363512713,593775.593775594,2400.23042212052,900.032401166442,19515.221873061,27730.7256440136,100.0004000016,0,14708.648685427,1000.04000160006,0,0,300.003600043201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3298.39235,33.333377777837,33.333377777837,7001.96054895371,0,2400.23042212052,614754.098360656,2600.27042812453,300.003600043201,21618.6785382571,24123.2548176442,0,100.0004000016,14107.9568876847,400.006400102402,100.0004000016,0,800.025600819226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0016000128,0,0,
3299.5153,100.0004000016,66.6668444449185,7001.96054895371,0,1300.06760351538,667351.12936345,1900.14441097523,900.032401166442,18814.1482394761,23221.549598027,0,0,14107.9568876847,300.003600043201,100.0004000016,0,200.0016000128,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3300.63836,33.333377777837,33.333377777837,7702.37233067785,0,1900.14441097523,520620.661494488,2500.2500250025,300.003600043201,17412.118834709,21819.0261908384,0,0,16110.3750815525,400.006400102402,200.0016000128,0,100.0004000016,0,0,100.0004000016,0,0,100.0004000016,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3301.76143,66.6668444449185,33.333377777837,6901.90492575951,0,1700.11560786133,551921.504497138,2200.1936170383,600.014400345608,18914.2992102029,19515.221873061,100.0004000016,0,14408.2991803279,400.006400102402,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0000640001024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3302.88445,33.333377777837,0,6001.44034568296,100.0004000016,2200.1936170383,510204.081632653,2900.33643902693,500.010000200004,20416.6599945556,22520.2682414173,0,200.0016000128,15609.7404780583,400.006400102402,100.0004000016,0,100.0004000016,0,100.0004000016,0,0,100.0004000016,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3304.00738,33.333377777837,33.333377777837,8202.69048247825,0,1300.06760351538,551921.504497138,2200.1936170383,1100.04840212969,18613.8487034354,24423.8376655616,0,100.0004000016,14107.9568876847,400.006400102402,200.0016000128,0,400.006400102402,0,100.0004000016,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3305.1305,33.333377777837,66.6668444449185,7502.25067520256,100.0004000016,1700.11560786133,437525.437525438,2800.31363512713,200.0016000128,21618.6785382571,20717.1538033492,100.0004000016,100.0004000016,14508.4148806308,200.0016000128,100.0004000016,0,300.003600043201,0,0,400.006400102402,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3306.25342,33.333377777837,33.333377777837,8703.02865397158,0,1300.06760351538,562372.188139059,2700.2916314962,900.032401166442,20316.4969955604,23121.3641404658,100.0004000016,0,14007.84439286,600.014400345608,100.0004000016,0,300.003600043201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3307.37634,0,66.6668444449185,8102.62525058119,0,1000.04000160006,531045.751633987,1500.09000540032,900.032401166442,19014.4509827469,20116.1734034163,0,100.0004000016,14708.648685427,600.014400345608,0,0,400.006400102402,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3308.49933,33.333377777837,33.333377777837,7602.31110257518,100.0004000016,1500.09000540032,583299.222267704,2600.27042812453,400.006400102402,17412.118834709,24423.8376655616,200.0016000128,200.0016000128,11505.2924345199,500.010000200004,300.003600043201,0,400.006400102402,0,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0016000128,0,0,
3309.62238,33.333377777837,0,7902.49718911176,200.0016000128,1000.04000160006,458248.472505092,2300.21161946899,700.019600548815,16010.246557797,21618.6785382571,0,100.0004000016,14107.9568876847,100.0004000016,100.0004000016,0,300.003600043201,0,100.0004000016,100.0004000016,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3310.74531,33.333377777837,66.6668444449185,8302.75651516303,100.0004000016,1300.06760351538,385865.150284322,1700.11560786133,100.0004000016,19515.221873061,20316.4969955604,0,0,12906.6598364756,300.003600043201,0,0,400.006400102402,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3311.86851,0,66.6668444449185,7102.01697282028,0,500.010000200004,541479.362484675,1800.12960933187,400.006400102402,19515.221873061,20516.8237955123,100.0004000016,200.0016000128,13006.7635170289,300.003600043201,0,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3312.9915,100.0004000016,66.6668444449185,7802.43435952017,0,1000.04000160006,562372.188139059,1600.10240655402,500.010000200004,18012.9693379233,21318.1630749398,0,0,12706.4548790786,600.014400345608,100.0004000016,0,300.003600043201,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3314.11456,33.333377777837,0,9003.24116682005,100.0004000016,900.032401166442,541479.362484675,1900.14441097523,600.014400345608,17812.6826300326,20216.3347985172,0,200.0016000128,12005.7627661277,500.010000200004,0,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3315.23772,33.333377777837,0,10104.0820491479,100.0004000016,400.006400102402,468622.656886716,1600.10240655402,600.014400345608,18313.4054127621,20416.6599945556,0,200.0016000128,13707.5117164206,100.0004000016,200.0016000128,0,400.006400102402,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3316.3606,0,100.0004000016,7402.19104855037,100.0004000016,1400.07840439065,510204.081632653,800.025600819226,400.006400102402,17111.7044058136,18012.9693379233,100.0004000016,0,12406.1534521122,200.0016000128,100.0004000016,0,100.0004000016,200.0016000128,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3317.48376,33.333377777837,33.333377777837,9503.61137232148,0,800.025600819226,334414.268342116,1400.07840439065,600.014400345608,17011.567866149,26227.4864057532,0,100.0004000016,14808.7667899396,400.006400102402,0,0,100.0004000016,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3318.60692,66.6668444449185,100.0004000016,6801.85010322808,100.0004000016,1500.09000540032,334414.268342116,1800.12960933187,100.0004000016,16911.4321281186,17412.118834709,0,0,13807.6218072376,500.010000200004,0,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3319.72996,0,0,8502.8909829342,0,800.025600819226,385865.150284322,2100.17641481884,1000.04000160006,15609.7404780583,19615.3784567101,0,100.0004000016,12005.7627661277,100.0004000016,100.0004000016,0,200.0016000128,100.0004000016,0,100.0004000016,0,100.0004000016,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3320.85296,33.333377777837,100.0004000016,8602.95941803981,0,900.032401166442,385865.150284322,1600.10240655402,100.0004000016,16210.5044068556,16010.246557797,100.0004000016,0,12005.7627661277,300.003600043201,0,0,0,0,0,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3321.97588,66.6668444449185,33.333377777837,9203.38684635946,300.003600043201,600.014400345608,313892.264074524,700.019600548815,400.006400102402,15609.7404780583,19014.4509827469,0,100.0004000016,13607.4024269202,500.010000200004,200.0016000128,0,100.0004000016,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3323.09886,0,33.333377777837,7702.37233067785,100.0004000016,1000.04000160006,489396.411092985,1800.12960933187,100.0004000016,14908.8856958747,20717.1538033492,0,100.0004000016,13006.7635170289,300.003600043201,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3324.22203,0,33.333377777837,8302.75651516303,100.0004000016,600.014400345608,447882.736156352,1800.12960933187,500.010000200004,15009.0054032419,21418.3340939844,0,0,12406.1534521122,300.003600043201,100.0004000016,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3325.34504,0,0,9903.92195309342,100.0004000016,1200.05760276493,406504.06504065,1000.04000160006,300.003600043201,16611.0297237366,17311.9798900839,0,0,12406.1534521122,300.003600043201,100.0004000016,0,500.010000200004,0,0,100.0004000016,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3326.46822,0,33.333377777837,8202.69048247825,0,1300.06760351538,396180.414465664,1300.06760351538,300.003600043201,16410.7654621432,19214.7569333248,0,0,11405.2007715518,100.0004000016,200.0016000128,0,300.003600043201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3327.59123,0,0,9703.76506084361,0,500.010000200004,427176.566314076,1400.07840439065,800.025600819226,17011.567866149,15809.9919148902,0,100.0004000016,12205.9565067753,100.0004000016,200.0016000128,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,
3328.7142,33.333377777837,0,8102.62525058119,0,1100.04840212969,416836.112240748,600.014400345608,200.0016000128,15809.9919148902,28031.3951625821,0,0,13106.8679988314,100.0004000016,300.003600043201,0,200.0016000128,0,0,100.0004000016,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3329.83724,0,0,9903.92195309342,0,700.019600548815,396180.414465664,1100.04840212969,300.003600043201,17712.5404786589,17311.9798900839,0,0,11505.2924345199,100.0004000016,100.0004000016,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,20.0000160000128,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,1000.04000160006,0,0,0,
3330.96038,0,33.333377777837,8803.09869073914,100.0004000016,1000.04000160006,354969.574036511,1800.12960933187,100.0004000016,16110.3750815525,20116.1734034163,0,0,11605.3848985929,100.0004000016,100.0004000016,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,40.0000640001024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3332.08328,0,33.333377777837,9303.46088745013,0,400.006400102402,427176.566314076,1000.04000160006,200.0016000128,14908.8856958747,19014.4509827469,0,0,12005.7627661277,100.0004000016,100.0004000016,0,100.0004000016,0,0,0,0,100.0004000016,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3333.20635,33.333377777837,33.333377777837,10304.2453490838,0,500.010000200004,437525.437525438,1400.07840439065,200.0016000128,15809.9919148902,17412.118834709,0,0,13607.4024269202,200.0016000128,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3334.32932,0,33.333377777837,8502.8909829342,0,600.014400345608,468622.656886716,700.019600548815,200.0016000128,16911.4321281186,19214.7569333248,0,100.0004000016,13006.7635170289,100.0004000016,0,0,100.0004000016,200.0016000128,100.0004000016,100.0004000016,0,0,0,0,0,0,0,0,40.0000640001024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3335.45224,0,33.333377777837,10704.5815609081,100.0004000016,1400.07840439065,375558.26228177,700.019600548815,200.0016000128,15209.2472223112,18814.1482394761,0,200.0016000128,12205.9565067753,400.006400102402,300.003600043201,0,300.003600043201,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3336.57524,33.333377777837,0,8202.69048247825,100.0004000016,600.014400345608,385865.150284322,1000.04000160006,400.006400102402,14608.5313823273,16510.8971921468,0,100.0004000016,10104.0820491479,400.006400102402,300.003600043201,0,800.025600819226,0,0,100.0004000016,0,0,0,0,0,0,0,20.0000160000128,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3337.69845,0,0,9903.92195309342,0,900.032401166442,344687.753446878,500.010000200004,500.010000200004,14608.5313823273,16010.246557797,0,200.0016000128,12406.1534521122,300.003600043201,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3338.82147,0,33.333377777837,7702.37233067785,0,900.032401166442,354969.574036511,1100.04840212969,400.006400102402,14007.84439286,16911.4321281186,0,400.006400102402,10504.4118529782,100.0004000016,0,0,0,0,100.0004000016,100.0004000016,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3339.94465,0,0,9003.24116682005,0,1000.04000160006,344687.753446878,1100.04840212969,100.0004000016,16410.7654621432,18914.2992102029,0,100.0004000016,11805.5722300926,400.006400102402,200.0016000128,0,100.0004000016,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3341.06752,33.333377777837,0,8302.75651516303,300.003600043201,900.032401166442,385865.150284322,1200.05760276493,200.0016000128,13106.8679988314,15809.9919148902,0,0,10504.4118529782,0,400.006400102402,0,300.003600043201,100.0004000016,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3342.19063,33.333377777837,33.333377777837,10004.0016006403,100.0004000016,1000.04000160006,313892.264074524,1200.05760276493,300.003600043201,14708.648685427,17412.118834709,0,100.0004000016,9103.31360615264,200.0016000128,0,0,100.0004000016,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3343.31365,0,0,9403.53572943427,200.0016000128,1000.04000160006,365259.74025974,1100.04840212969,500.010000200004,15509.6159618964,17412.118834709,0,100.0004000016,11104.9305891816,500.010000200004,100.0004000016,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,40.0000640001024,0,0,0,0,0,0,0,0,0,0,0,1000.04000160006,0,0,0,
3344.43679,0,0,8703.02865397158,0,1300.06760351538,375558.26228177,1300.06760351538,200.0016000128,14808.7667899396,16611.0297237366,0,200.0016000128,9503.61137232148,300.003600043201,0,0,400.006400102402,0,0,0,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0016000128,0,0,
3345.55982,33.333377777837,33.333377777837,9703.76506084361,100.0004000016,600.014400345608,479005.299633102,1300.06760351538,200.0016000128,16310.634533716,17612.3991289868,0,0,10604.4963064339,400.006400102402,100.0004000016,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3346.68283,0,0,11004.8421305374,200.0016000128,1000.04000160006,303643.724696356,900.032401166442,300.003600043201,13707.5117164206,18513.7001381022,0,0,10804.6676164103,300.003600043201,0,0,300.003600043201,0,0,0,0,100.0004000016,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,200.0016000128,0,0,
3347.80578,0,0,8803.09869073914,0,1200.05760276493,283171.521035599,800.025600819226,300.003600043201,15109.1259120509,18313.4054127621,0,0,10804.6676164103,500.010000200004,0,0,300.003600043201,0,0,0,0,0,0,0,0,0,0,20.0000160000128,20.0000160000128,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3348.92889,66.6668444449185,0,10504.4118529782,0,600.014400345608,262732.417138238,900.032401166442,200.0016000128,13006.7635170289,17311.9798900839,100.0004000016,100.0004000016,8903.16952835209,400.006400102402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3350.05186,0,0,8302.75651516303,0,600.014400345608,262732.417138238,1000.04000160006,200.0016000128,12005.7627661277,16110.3750815525,0,0,11905.6670975384,300.003600043201,0,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3351.17493,100.0004000016,33.333377777837,7802.43435952017,0,800.025600819226,375558.26228177,600.014400345608,200.0016000128,16110.3750815525,15910.1188355794,0,100.0004000016,11305.1099096792,300.003600043201,0,0,0,100.0004000016,100.0004000016,100.0004000016,0,100.0004000016,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3352.2979,33.333377777837,33.333377777837,9103.31360615264,100.0004000016,800.025600819226,365259.74025974,900.032401166442,100.0004000016,14408.2991803279,16210.5044068556,0,100.0004000016,11605.3848985929,100.0004000016,100.0004000016,0,100.0004000016,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3353.42104,0,0,9603.68781612139,0,1000.04000160006,385865.150284322,500.010000200004,300.003600043201,13607.4024269202,16010.246557797,0,0,11605.3848985929,100.0004000016,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3354.54405,0,0,10104.0820491479,0,500.010000200004,427176.566314076,900.032401166442,600.014400345608,15809.9919148902,17412.118834709,100.0004000016,100.0004000016,9303.46088745013,400.006400102402,0,0,300.003600043201,100.0004000016,0,0,0,0,0,0,0,0,0,0,80.0002560008192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
