Time,7Li,11B,23Na,24Mg,27Al,28Si,31P,35Cl,39K,44Ca,49Ti,51V,52Cr,55Mn,57Fe,59Co,60Ni,63Cu,66Zn,75As,107Ag,118Sn,121Sb,137Ba,139La,140Ce,141Pr,143Nd,147Sm,151Eu,157Gd,159Tb,163Dy,165Ho,167Er,169Tm,171Yb,175Lu,178Hf,181Ta,207Pb,209Bi,232Th,238U,
,dwell time=0.03;xcal factor=73312.10865,dwell time=0.03;xcal factor=75018.26876,dwell time=0.01;xcal factor=80136.7491,dwell time=0.01;xcal factor=80563.28912,dwell time=0.01;xcal factor=81842.90921,dwell time=0.0001;xcal factor=79194.47649,dwell time=0.01;xcal factor=77409.40446,dwell time=0.01;xcal factor=79136.12583,dwell time=0.01;xcal factor=80862.84721,dwell time=0.01;xcal factor=83021.24893,dwell time=0.01;xcal factor=84482.58645,dwell time=0.01;xcal factor=84881.61368,dwell time=0.01;xcal factor=85081.12729,dwell time=0.01;xcal factor=85679.66813,dwell time=0.01;xcal factor=85774.59228,dwell time=0.01;xcal factor=85869.51643,dwell time=0.01;xcal factor=85893.54382,dwell time=0.01;xcal factor=85965.62601,dwell time=0.01;xcal factor=86566.6987,dwell time=0.01;xcal factor=87139.0755,dwell time=0.01;xcal factor=87724.36904,dwell time=0.01;xcal factor=87842.53053,dwell time=0.01;xcal factor=87814.36864,dwell time=0.01;xcal factor=87940.42295,dwell time=0.05;xcal factor=88059.77389,dwell time=0.05;xcal factor=88119.44936,dwell time=0.05;xcal factor=88082.29883,dwell time=0.05;xcal factor=88007.99776,dwell time=0.05;xcal factor=87859.39564,dwell time=0.05;xcal factor=87710.79352,dwell time=0.05;xcal factor=87487.89033,dwell time=0.05;xcal factor=87413.58927,dwell time=0.05;xcal factor=87264.98715,dwell time=0.05;xcal factor=87190.68608,dwell time=0.05;xcal factor=87135.91067,dwell time=0.05;xcal factor=87081.13525,dwell time=0.05;xcal factor=87026.35984,dwell time=0.05;xcal factor=86916.809,dwell time=0.05;xcal factor=86834.64588,dwell time=0.01;xcal factor=86752.48275,dwell time=0.001;xcal factor=86224.29967,dwell time=0.01;xcal factor=86353.42158,dwell time=0.01;xcal factor=87838.32355,dwell time=0.01;xcal factor=88225.68928,
42.7072,100.0004000016,633.349378184247,12706.4548790786,300.003600043201,640815.254849191,17305938.6567734,26327.6967369673,2300.21161946899,80458.109615647,203137.286529427,2000.16001280102,23522.1107841371,73917.9099986761,43876.872280235,3800.57768780855,51305.072789072,13307.0793662228,31740.2466327303,9903.92195309342,11205.0198488923,15910.1188355794,18012.9693379233,39462.1924152464,22019.3770518056,132821.937374637,189099.608581543,457750.724222093,47168.8283375252,72670.6285497887,292072.857356756,110183.485132763,822455.537863157,213996.228793012,951614.564129138,233133.971388452,979402.698199981,146007.779571303,1032555.27232135,335769.891214285,1162121.43410285,157992.190959224,626622.165183056,931888.339363362,994984.007885838,
43.83035,223581.829335227,56058.7554555392,73843976.1464479,272334.678495467,5865236.62302628,71712544.0035254,48393.4962347255,4000.64010241639,289821.352701964,1669936.44631787,20717.1538033492,335441.242044671,384730.982774937,591365.268627443,16811.2971917128,350033.259243636,73917.9099986761,158903.63536094,75628.0943325068,75527.4887962543,112201.315477554,169542.035148762,288184.1465339,66275.2317126482,624016.550244802,714450.28676755,878052.678606179,106552.207568923,132882.576759845,514703.000692367,152140.26604123,1261960.7474028,251851.869808724,1215167.38279513,250260.380685046,1243633.29456274,162529.812565322,1322904.97052256,365012.678447937,1613978.087115,197548.782454443,822924.973040866,1067951.85145021,922423.518481651,
44.95333,237773.476513392,71470.4049677614,81740651.4022754,292175.208002849,5974087.69227099,85571577.388797,46486.2785329572,4800.92177698118,306307.546543361,1897414.66838136,28131.6199408135,442185.178400602,455448.891567933,524998.162200132,16911.4321281186,291868.158549663,92239.0708243503,173292.948658566,91030.2577752084,90728.0727109227,149893.364452135,201714.523042432,250178.771265701,61450.6770601515,701634.048208863,707025.462705893,807549.182994931,109295.742507989,147343.313945067,471072.19765226,169035.240676383,1101220.95247323,277179.438854705,1055063.31171944,272559.499692281,1112758.652097,174367.740719318,1148614.49997155,381906.315180735,1536573.76742922,177247.824685788,614544.143080794,885276.454752537,1115575.60981316,
46.07643,250926.877355912,78948.529972353,66255827.3746365,228672.689255411,8388453.51386402,65297791.4080568,43776.5213593361,4100.67251029169,330307.205965794,1958828.4771497,27129.408278574,379370.835245246,360833.945374793,483056.825178076,13507.2939387269,351678.483929064,78847.8977906538,214830.354621374,83578.4835070455,86397.5531731283,122497.296819291,151107.855998841,220324.757077832,67280.5810796177,651654.634330533,648538.689897266,895894.361324378,98990.4182094179,149286.162661559,458995.131425443,172299.35462252,1003052.13424731,267430.484245252,1005475.71296612,257729.875651144,1034897.59329241,168386.573531556,1116839.63675446,363777.44157809,1289223.52149407,153942.125809957,647233.586796394,958060.081487542,1053390.69247828,
47.19933,252593.272978513,64733.8526300592,80368710.2577679,227654.352880393,5402824.18600931,93253441.6080619,46988.1497689666,4000.64010241639,262221.862937289,1746435.23511186,22820.8125810739,358055.747149755,345818.345506085,511766.026491418,19715.5358422437,382875.290887751,78646.6358500257,170859.796297266,78445.377139693,78344.7489958631,135732.957973054,171366.664250215,261507.121724088,78344.7489958631,634042.664890467,631288.380291221,805077.117956865,101288.720243928,133286.846805981,436883.562563745,156777.034478872,1083465.42000222,239329.417266286,1039192.94333705,239492.496399839,1077566.78360543,150379.146995717,1155136.36660378,351843.018142996,1289887.01658156,165082.944113384,661028.083429134,1086666.16580268,1066429.77495287,
48.32215,236686.470174947,61082.2110423806,61926038.8210303,263038.759564586,5794033.29201659,70841404.7621655,44177.9298682877,3000.36004320518,277445.238942634,1646202.38323634,18513.7001381022,343865.56802699,379886.135678841,614859.0772913,17512.2585810067,283580.640463438,85390.6698401358,187597.224125285,73113.1980856177,86296.8612025367,121184.59448379,190033.613580854,257831.9485306,65873.1145450243,554993.118551453,690435.594694535,806909.810424505,98950.1008777002,125264.518784854,442516.602768634,139595.143915132,1043793.57647541,246404.91194054,1101678.77645353,236700.057176268,1092786.78477584,149589.759891837,1145573.53348432,318835.025711783,1504613.92319175,170150.215456486,618953.926873258,917693.698475625,1074694.61317669,
49.4452,215508.546376363,69660.2292236027,77006973.63323,245487.116723015,5892244.78306444,92144718.9372401,46285.535669918,3400.46246289495,254361.933393136,1650011.34657508,24624.2302425587,442910.180420765,384834.084724422,524059.999918323,18613.8487034354,275196.337725151,65068.9189134994,188713.844120148,86498.2459520426,96269.2889925755,138260.432378079,165285.59579317,258852.722702253,65571.5351359155,571785.11517532,663746.611358897,762827.002410576,92944.2655596329,124113.118806906,435310.070673535,138867.101870734,1005951.82615874,238717.889284004,971953.614506396,231117.032013241,1041167.54428873,156210.001626097,988498.530090523,347648.062709676,1201385.94851113,156979.55240702,708315.508901247,847380.52306827,823458.442824797,
50.56818,216017.214134418,68151.9490989504,74468241.4218985,216559.815697208,4133440.66421582,71395766.0975763,36854.249455198,4000.64010241639,275196.337725151,2157271.17752689,23321.7358578195,360833.945374793,384318.583351949,516661.359201104,14908.8856958747,317481.214428939,73817.3181847359,200190.311837235,88109.4403545251,93851.0027502861,123810.136351942,193485.972267011,219612.384645493,56527.5260988791,609590.197386429,569755.520407938,847123.980175876,97397.9820888906,132902.789953273,396283.609441729,147909.947145129,955192.616599031,257750.290161035,1004610.09727805,252157.948409639,1029671.32646372,155865.744150758,988174.341147804,340947.2405533,1257194.47128513,157992.190959224,584974.865320692,861391.218712889,879810.021490594,
51.69112,238826.603203918,65538.0267606368,54880415.8405924,209236.664313805,5021436.22910682,78681657.9344048,44980.7854907414,4300.73972723308,297089.013373053,1683972.11204707,23722.4889194957,321276.35438443,290026.018378768,507393.062805324,16510.8971921468,352192.660438816,80558.7547201612,171062.541028832,74219.6902832384,96269.2889925755,106047.946526126,141091.807222131,280921.600828405,60948.2260858408,594069.055664848,608163.144895494,804544.407350125,85350.39618799,132842.150470527,404645.188563438,148112.322333616,985991.679493352,240287.537355626,1001213.11259898,218818.645624353,1066625.46054514,150743.496218938,1113500.55444184,322281.744214973,1229645.79486319,174205.502074355,651444.073695573,970464.310349126,1051001.60890986,
52.81427,231354.701711561,58838.151980851,70491054.5643105,246608.875495843,6136955.08159201,95233303.5202435,41167.6796653699,2800.31363512713,320968.597947584,1560255.65839687,20917.487019148,320558.267668686,375764.318021259,613284.483677166,16410.7654621432,313892.264074524,73616.1369781679,214423.457079,75024.4732238859,74622.0752960811,134216.717270223,157688.390833746,293301.119785027,58536.7418289123,542502.31517241,619163.954451176,741032.853795052,92319.6625022784,124597.905935113,442972.325373686,137067.401124854,975774.784629656,236516.633892844,955408.193437144,215603.496133338,1013507.04529014,142264.992232046,1053499.29759766,321358.424031063,1336747.98049816,209745.079057761,691301.541889153,915866.730246926,896216.25205098,
53.93727,207677.653629032,67113.0172515214,74973102.9411974,198564.689755272,4609766.39579791,66089736.1729295,52309.2216548153,4100.67251029169,283376.079094491,1748806.63279974,17712.5404786589,353632.465630616,325585.730146767,439596.222728753,12906.6598364756,312764.518389217,66878.4316556573,153840.890888675,72912.0281779415,77036.6566091032,141091.807222131,159612.582221614,213304.556548399,55121.2667869312,551858.8261844,588222.048449763,714958.123704995,93427.8505732543,124557.506293199,444898.969501948,145077.036469615,940154.196577394,244467.422519681,907057.911600973,224823.809650654,916704.954278786,152140.26604123,965350.174944143,345139.978166683,1179106.97830276,119569.149149954,546594.94545291,851443.130961343,850908.504328476,
55.06034,210253.51430934,63025.1539203918,54856374.8158639,218594.779549132,4648232.56312498,76780990.4987105,42271.354045629,5101.04061228491,248138.707214504,1681465.98646716,18713.9980705568,307742.144476838,302824.20002591,493867.195307497,14107.9568876847,337084.573161338,78546.0060910773,173495.732589003,71503.9292060958,76030.5245504369,113311.260406956,151613.928762581,210355.20382068,54719.5074041707,583257.334003547,569692.754571861,815522.687920483,89378.4016179237,122658.869665254,383885.57837894,136016.009832405,898748.738212961,230607.7548796,945538.446721563,222299.256729108,960496.846526527,135449.912488418,1000823.70609501,290148.819374925,1303828.15393421,154954.519842228,596291.199790315,851229.277654611,956011.82763547,
56.18342,216797.211223963,61417.1797017224,62179270.9481707,222767.482404597,5885697.35032792,70841404.7621655,44378.6389482162,3900.60849492521,262119.754573454,1366857.91427607,19314.911111378,314609.972741228,347360.224516778,538870.160384105,13607.4024269202,294938.988607159,79049.1629616551,156068.247406912,70095.9883835203,82471.1651911485,99998.3936001028,153739.656782253,235395.771758968,55723.9300203653,519787.022065429,579508.889800202,680344.223442826,88753.9760657301,115814.041709129,382813.439164097,126011.975258316,881631.909360455,219083.219746583,979143.527909498,204072.332864739,1058496.11207238,138422.208046387,1017903.64800149,291765.810388643,1148767.66087768,130679.533574588,581100.273820097,827833.726605148,961618.343441057,
57.30642,180020.358885794,58737.681124556,62149620.3510055,206999.883039521,5047625.96005291,83908493.3825644,38960.6227289663,3400.46246289495,256198.881453464,1659973.89644647,20717.1538033492,318814.512339377,332052.54475667,527917.330392517,16711.163056922,251504.989697386,64264.7748827995,181305.398871878,72207.9589216945,81565.2501936297,132599.595465677,147970.659359672,239777.889954568,56627.9792330667,513994.732278592,589479.243861596,698717.284504948,82994.6125740851,112403.116348777,403406.088688371,132478.319718902,911848.306650348,205718.996159052,895250.603877244,215929.043586036,868948.321705414,137310.042375472,927219.598157135,324641.64619085,1170118.33080704,148881.377756317,591679.633117681,703452.076427673,750577.842966796,
58.42954,207033.770703377,57163.742885436,65440035.2688488,187191.205035826,3803613.74011345,56428010.041483,44177.9298682877,5301.12383825371,273969.832989607,1619532.34805571,17211.841747122,331231.178895234,332873.963885455,373909.936829114,11705.4781637806,297703.373296959,74018.5026197335,168427.114248551,64264.7748827995,78948.529972353,114522.221329261,143013.460563686,206898.220594641,49297.0165285281,538619.705026899,507497.163566315,728762.039002333,76734.808514053,123385.973191538,362583.493624861,143660.820463802,835392.586358417,223642.907474835,786424.045984827,215196.573638057,826403.592721334,139332.234979148,906735.751295337,319696.617369555,984392.734348041,97377.8259647432,519995.426816819,848235.702823868,977804.563780706,
59.5527,205136.201834665,58804.6616059019,49810965.0928387,189119.91230156,4378969.39183545,66644097.5083404,41870.0066511207,3600.51847466035,237535.68587546,1570305.02710171,18313.4054127621,271006.271252916,274072.037171083,457833.680917623,15910.1188355794,294529.501515648,70397.6766761065,145845.906256286,63963.2341736111,68084.9186390236,85994.790140602,122901.232831009,234886.321884097,55422.5947796526,513057.37866194,496467.209503451,683911.187089828,77559.8771881676,113028.719661452,365692.110011615,134358.22532932,866999.750849058,206877.888204068,864409.248616151,204072.332864739,900852.365970341,119104.747068701,942846.042283933,295102.787156078,1141658.51046921,208728.270076231,614439.166731557,844815.323287626,913395.359636466,
60.67578,201477.411411767,50033.2664441778,62077497.2768199,217882.504841833,4852839.83614134,80978297.7525356,41970.3422936842,3600.51847466035,225210.680959607,1133897.54675877,13407.186251831,352809.699782169,334927.744786072,485135.030439445,11104.9305891816,255688.591298304,70095.9883835203,142507.733835379,54016.4594866532,62254.6405270692,137957.108612063,147565.916799781,195314.07470713,47389.6612390643,467252.780209052,548411.992465467,596186.372999914,82934.2136841252,103163.962620786,397315.605329779,121548.098318906,874474.437675222,195009.372543487,845520.702468847,189993.003227543,903428.702159476,116601.309921178,924358.942452071,283642.009519595,1202813.97259815,106451.353739857,555264.793431684,721964.088022619,893212.249767997,
61.79867,162550.073474646,61651.6630912044,61225643.6339394,175320.934991279,4354416.51907349,68386375.9910602,43074.0874303803,3700.5476810568,188510.814939004,1421475.37518495,18513.7001381022,363098.112579691,308869.442678448,441149.532900495,13807.6218072376,211473.842591659,49196.6221659339,124113.118806906,71604.502459023,75829.3078268684,104736.962608001,136743.886743887,211880.644940076,54920.3854849831,488315.340621768,535593.757711749,642435.31746976,81565.2501936297,104394.112477326,342652.941896798,117731.832645978,793788.36052205,201795.819485787,829861.799907426,204926.131418888,824717.518909891,126173.593316197,840583.856622384,302783.225185864,1042209.21269193,116540.749075711,588012.527890934,743471.45563885,663978.450470575,
62.9217,198429.230715474,50936.9050402485,56485554.9249665,181812.687604505,3336290.72854409,46370311.5276002,36753.9548056547,4100.67251029169,231117.032013241,1735337.27162675,15009.0054032419,276320.738311218,322815.248791595,377000.722736981,11305.1099096792,198564.689755272,77036.6566091032,157890.923435481,69492.6335802845,66275.2317126482,107056.488868535,138462.652288807,161131.888614688,37756.9374616922,470324.83018425,471881.895238429,691428.270765457,72690.745007927,113351.623889588,319963.312385959,119185.51141456,723806.168445245,208057.221079905,785062.321464228,207833.546020228,805737.709656135,128295.023069785,832915.184546213,272334.678495467,1057626.96318162,103426.115596257,432867.403202507,607722.469649727,901260.251718808,
64.0449,189458.312454071,52275.7487290146,43648449.0874285,148476.605881122,5696640.2300608,67515236.7497003,42973.74294289,3700.5476810568,214118.292540252,1377206.71711395,20116.1734034163,254361.933393136,254259.888558002,383287.643415575,15309.3693340324,252423.222532434,59541.4705339888,141192.939548504,61048.7146689335,71202.2142885796,86498.2459520426,110082.602127728,183537.622190525,49196.6221659339,497881.839959791,459617.380649387,628303.488319644,67863.7206645832,100724.186013636,316496.71533645,117408.815768428,792681.316359411,197873.863878263,744340.981942713,195537.527644544,840989.846351542,122921.42997257,875031.46403826,250729.645083824,850801.581655444,127648.454147067,479524.653988055,840327.448629429,857432.460386413,
65.16796,172583.230629194,42973.74294289,63293171.760592,190947.38114911,3802795.31102139,52547480.6936069,42973.74294289,4000.64010241639,246200.951680791,1177352.61103386,12506.2531265633,267021.88730504,354866.714536655,430073.401363866,12606.3536022155,227858.013578642,65068.9189134994,150905.432595573,51505.8961224277,59943.3845759056,103022.805594158,146351.767285602,208118.224057821,48493.8841597332,459098.83751718,498942.915822482,582189.229611814,75165.3155498924,89700.6979352581,355689.613903843,107500.273169603,855699.54767005,172826.55801672,810874.431128328,170048.850030808,815970.544184137,112766.366090292,866528.71184687,246914.82700814,1053825.11838858,133711.344351952,494075.176928882,712017.179741399,705460.662419439,
66.29102,152322.464847114,52878.2750792673,56679485.8577765,166805.587433509,3936199.25302805,67990403.6086239,40465.3920735909,3400.46246289495,182421.461063947,1068930.42306746,17612.3991289868,296065.146474336,324046.49900122,412908.944530735,12806.5569571621,241612.71692642,51003.8438260298,114421.303458557,58536.7418289123,83578.4835070455,98788.8328460822,125426.127227118,183233.204798111,48895.4439065055,440321.077204251,494137.572077026,551963.290209796,71503.9292060958,88250.4297115534,323266.69329999,111091.46865734,790808.073472029,183415.854350405,808828.023184174,176395.900235409,778043.211424499,111152.003227084,807208.180348203,254545.616174546,1042209.21269193,119569.149149954,520516.453587368,747183.258151558,693096.984247048,
67.41406,177315.440206897,55154.747317094,47854827.0474283,171163.914619412,3297824.56121701,50805202.2108871,36553.3679171591,3900.60849492521,249974.75002525,1609898.88238425,14308.184281409,251402.967948899,267736.94062284,375043.137573334,10404.3282005314,181812.687604505,56627.9792330667,145340.065579047,55824.3767113128,62857.6469786224,89015.8281583057,133913.491080477,176639.301338189,31639.9929510902,414727.692375256,420350.92286042,561201.286485036,64948.2940194632,101570.996881782,299997.2473603,108912.418506514,703113.819145489,185851.434908477,728274.838899834,190155.445426435,695441.998603812,124375.70951237,752084.476725884,259689.819092122,983420.499047967,118559.601318222,386277.599961007,549727.946496826,791595.653806633,
68.53721,162820.222050146,48226.1848144962,43786284.295872,133307.060649686,3615375.0489384,73217239.0567835,48895.4439065055,4100.67251029169,200291.920181603,1258628.58535315,16911.4321281186,250484.809308339,250892.871571939,329075.346907016,12105.8592358702,266204.7330676,60646.7651717156,145542.399407772,55723.9300203653,68487.1067757112,91332.4501184311,105241.170988785,155865.744150758,49497.8076679519,444422.460463439,449955.208078834,577624.6121409,66999.0751280021,96349.90656127,299341.812323411,108488.758226545,694808.168728966,185526.663614852,714005.945901023,178890.984667868,703177.241707744,108387.888838538,760788.205928031,249036.294782701,761510.242776473,106451.353739857,395561.262220344,794256.753968189,724610.838087241,
69.66007,158667.328619158,44612.8036074928,57115429.7728537,180290.882720277,3856811.63109771,52072313.8346833,39361.8768704403,2900.33643902693,198666.284990868,1113587.83984223,12606.3536022155,224090.82287038,304975.565515594,448297.203537517,12005.7627661277,255076.270330336,55422.5947796526,131791.112594445,46084.7960246854,47389.6612390643,83679.1536565984,149690.960597476,194704.677749649,44177.9298682877,386318.845665804,428231.765516714,509891.715611646,63822.5176589668,89559.692277554,325072.632308309,101087.097960908,733592.673049147,162732.423126846,726686.27108765,157506.114280286,786189.989347209,102458.193362026,810874.431128328,224498.032489153,1069147.8934043,143822.665647504,471425.136424953,780637.709854391,683805.641396541,
70.78314,145306.34359083,46854.3154728111,48691454.7079807,170251.581698609,3691488.95450049,61496456.536668,42773.0563802976,3200.40965243551,161131.888614688,1023016.83793281,17612.3991289868,262834.530454852,320558.267668686,386277.599961007,11905.6670975384,240083.675925402,50903.435781508,96470.8338854557,45984.4274087224,68889.3078178835,95866.208918067,125426.127227118,185161.305921132,36753.9548056547,382586.652089616,443324.485841299,508454.930437423,68889.3078178835,89378.4016179237,320086.404288453,98022.8379960775,723594.42164305,161071.11283593,702310.493780452,157688.390833746,709499.927602048,105785.738788961,753039.476731202,251402.967948899,1202264.71414377,121588.488283291,446743.020467324,684333.37853776,627567.882301807,
71.90618,156878.293035369,53413.8783887248,40835649.1941918,155359.50027369,3369846.32131877,40272336.8380807,30737.7459520291,4000.64010241639,197345.610823973,1218312.54745515,17011.567866149,251504.989697386,264672.711323828,361039.762052581,10604.4963064339,171772.173310672,49999.7996000016,160422.856130689,51807.1371596461,52309.2216548153,95966.977722812,119266.276279776,177957.805771191,35951.6265357053,399359.204646498,415637.163923947,525227.501247673,60485.9889830094,87102.4196008542,285810.574080952,98587.2507208314,626201.86886765,169623.124158328,628072.293306522,185648.451868412,610639.602162276,110768.622547783,701739.740482337,262630.304647111,885169.247590608,91332.4501184311,416526.028555975,502709.40784749,611710.0836376,
73.02923,167920.364673099,44412.0907743064,46930850.3303622,126133.188606806,3044111.54267673,59199816.7185373,42070.6787402837,3300.43565750679,198361.501741711,1134443.94266312,14208.0701838644,289105.048919245,234071.24486739,284398.919041377,9703.76506084361,232746.857009051,56929.3434683601,117953.911568727,47991.9525811455,59039.0961104362,92642.0343909715,97075.4879875358,139979.405328871,42973.74294289,420578.385268592,419068.938141781,549414.611812414,60084.0575363492,80840.5653101075,276054.961871577,104857.970772322,661175.585670143,157688.390833746,678339.560501866,161739.662550877,715296.692807123,105241.170988785,725902.649891457,236190.554638977,724822.601623339,88310.854206808,413838.953519105,714027.104641691,723128.590948751,
74.15221,149522.293207215,39662.8259162513,36542723.5451693,174205.502074355,3579364.16888752,44073671.7094694,40064.1025641026,4400.77453631839,158295.998422072,1173406.14425944,10304.2453490838,196939.277392097,237229.96163941,392981.786122024,10304.2453490838,256198.881453464,52007.9685426946,120477.811584359,49397.4116958642,47791.1855820906,72912.0281779415,112705.823736931,194095.310270323,42572.3730341581,389701.44960977,431004.667097976,525769.591742883,64264.7748827995,90043.1468453988,297334.753761815,94536.1365335492,700471.490569777,162023.300436169,771027.921774828,157303.58787426,763591.634293855,96611.917236594,770092.838305656,210172.163290924,956766.409867724,99393.5986506566,463953.227810711,756626.664908348,624205.649624862,
75.27518,133677.653546664,44111.0275565362,49213144.9445896,138563.763464215,3445960.22688086,45419977.809753,36854.249455198,4300.73972723308,158802.360499473,893319.523562921,18814.1482394761,245895.017470159,249566.717435129,505623.479864841,11205.0198488923,205576.683430056,48493.8841597332,97680.1712264132,39361.8768704403,60847.7383086133,106955.630988009,102216.224466026,160625.432762757,37656.6355799122,359866.651734777,430011.319406639,508746.438978997,64928.1899833328,72771.2111632803,273070.471834073,94495.8335106678,682370.306084544,149346.881521226,676293.017034269,167677.13212507,710832.529098492,103163.962620786,758728.499704496,222299.256729108,851550.058941534,176233.635448137,479524.653988055,557668.322803574,625151.188392011,
76.39818,132094.287575497,44211.3811582046,40508691.2578839,137047.181232077,3189791.92106438,49221312.6811418,36051.9147572504,2300.21161946899,205170.08448773,1363632.52892618,12906.6598364756,323533.46353006,251607.012270261,332771.283581122,10204.1632986258,160422.856130689,47389.6612390643,134519.950776556,48092.3372875922,54317.7609056434,105543.705738926,100704.02454648,165792.239272326,37355.7347562563,367277.591886368,382030.010087834,471881.895238429,59360.6134210718,80599.0129881387,254912.989753375,96168.5177600565,616076.895774126,156291.004754338,605582.262746869,153375.220746021,664863.692882332,105019.316806063,630090.13590099,228448.648199173,781382.129583414,124618.105804792,421901.883661242,595557.43028794,635556.722258226,
77.52119,163732.016319519,44679.7086001427,41110518.2435878,122800.247610319,2638989.14210434,38054891.4964372,39863.462632511,3200.40965243551,165690.908944491,1412207.93380467,11505.2924345199,218594.779549132,248342.698785252,300775.620577424,9403.53572943427,223683.626398906,54518.6325444167,121689.463762465,51204.6623298021,51104.2526754579,85894.1014032046,103728.606602481,135025.356213579,44378.6389482162,369398.74119073,345777.231300291,488627.178461988,55241.7971142776,84706.0353401366,256443.828052514,97740.6411529059,663261.870387799,160990.078920968,585247.178049577,151391.254237506,612969.58818443,97337.5138135746,650854.522307214,215908.696623973,733084.099836132,104434.447300771,362480.572339882,645128.861643504,695420.870437521,
78.64411,137552.688310435,41936.8969901595,36774318.750054,142406.590931033,3693125.81268462,48904534.7751927,39060.9350586916,3800.57768780855,150298.181935245,1062951.41031843,14107.9568876847,180696.679371167,224294.426036315,389783.963406212,10904.7544729502,172988.778888522,59139.5693837456,94254.0180919534,42371.6929043942,49999.7996000016,69894.8668888862,115430.518663779,173495.732589003,37255.4360889003,345797.788386515,357891.132284612,500191.353435916,61691.8606842604,70799.9390278146,239329.417266286,86820.4682766117,626853.334033117,148699.228800049,709901.808743012,129648.884525042,651780.972370774,85531.6286410144,692167.547462683,212653.605570827,935116.56278788,113513.079117612,436697.217835805,552652.774200406,569274.323539278,
79.767,137283.082005191,37656.6355799122,41943940.4341765,133610.272207053,4528741.91568343,39797169.9791571,35550.4816839913,3500.49006860961,146452.941933823,801817.273594214,10104.0820491479,258954.804657347,238656.738115621,302721.763174621,11104.9305891816,167514.979704916,45281.8696202735,90425.8949253108,33845.7594667991,48594.2728894055,91231.7185285699,99393.5986506566,135732.957973054,36453.0756781874,323205.131737391,371437.850125842,439016.368887717,55764.1086001004,77117.1506617149,276525.185529695,91211.5723076528,625865.641741378,139413.129450682,601512.660255229,138543.541164063,591994.005331324,94254.0180919534,623260.180633735,211351.80444704,732236.522483799,93347.251776609,390815.431115733,566345.689718647,622524.864098128,
80.88995,114286.747559226,44846.9726456842,38982086.187623,118458.650998107,3051477.40450532,47558228.6749092,34948.7885087582,4000.64010241639,134621.030237954,1261497.28351072,10204.1632986258,185465.769929763,300878.041671558,253341.522150211,10504.4118529782,171062.541028832,34246.8496903764,99192.0068109167,43274.7788177972,53815.5958999932,78747.266416548,97680.1712264132,138968.216299705,33845.7594667991,350917.540969111,362748.169418288,466111.328874659,56848.9789634723,78344.7489958631,253198.671156483,83115.4112266406,572915.132291759,145582.86656426,592748.530157266,149184.965213647,610870.482754664,96531.2979845678,598471.791712812,212287.460416709,611395.226855494,99393.5986506566,344790.530375225,437939.567595728,465924.555670548,
82.01302,120679.745497369,39328.4385341243,36521887.9904046,119064.365090529,2378728.69082753,36550196.4431791,33745.4889190629,4200.70571856072,164880.295697409,916296.581951476,10904.7544729502,182015.608820555,218086.007795415,273356.625258799,8002.56081946223,172380.461399665,48694.6624237518,104535.284926434,42773.0563802976,54217.3262941004,74521.477832117,93246.5040088971,140586.157794386,30938.239664225,360401.741224895,335728.809601795,479296.13546343,50421.4883717948,70860.2794939617,223378.237672831,84142.2467525066,608310.040014521,128577.907436772,455780.66158963,94274.1691988462,394446.86425307,54116.8924877736,415843.87108108,111333.608687477,383287.643415575,44077.5765347011,173292.948658566,246914.82700814,222462.115861902,
83.13587,46586.6511711784,12906.6598364756,12621903.9402932,40164.423735672,961510.502988689,15959632.5564899,26427.9078707115,2500.2500250025,54317.7609056434,324456.942345328,2800.31363512713,54016.4594866532,97478.6069092355,92138.3319549385,3100.38444767151,40565.7164606663,12606.3536022155,25425.8326459683,10804.6676164103,11505.2924345199,19715.5358422437,22119.5536854579,32442.0448901777,7902.49718911176,71101.6442631302,69211.0779439878,79753.6165004715,9283.44601516083,11805.5722300926,38659.6905622281,12586.3334429885,80075.66558508,18313.4054127621,74501.3584361856,15549.6656721818,68185.4644633403,9003.24116682005,59199.8537344623,19034.4814334746,65068.9189134994,6001.44034568296,33845.7594667991,52409.640968907,50501.811652291,
84.25891,9069.95603738956,3133.72609367041,2882884.82277026,9803.84310649775,248954.693275698,9069713.1020977,25425.8326459683,2300.21161946899,17612.3991289868,116036.086720649,800.025600819226,8703.02865397158,68587.6558263409,34046.302972042,500.010000200004,11305.1099096792,6601.74286011507,5901.39272868397,2600.27042812453,2100.17641481884,4700.88376614804,4800.92177698118,7602.31110257518,2500.2500250025,19555.2844102951,18673.938227493,24123.2548176442,2380.22659757209,3460.47893028395,10844.7022629012,3740.55958771432,22941.0323384479,5781.33664503233,21418.3340939844,4280.73286146588,19174.6954866209,2400.23042212052,16070.3235758651,5861.37390604358,19114.6035571176,1000.04000160006,11305.1099096792,12706.4548790786,15409.4922472243,
